,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,s_DC1_1,s_DC1_2,s_DC1_3,s_DC1_4,s_DC1_5,s_DC1_6,s_DC1_7,s_DC1_8,s_DC1_9,s_DC1_10,s_DC1_11,s_DC1_12,S_DC1_1,S_DC1_2,S_DC1_3,S_DC1_4,S_DC1_5,S_DC1_6,S_DC1_7,S_DC1_8,S_DC1_9,S_DC1_10,S_DC1_11,S_DC1_12,s_DC2_1,s_DC2_2,s_DC2_3,s_DC2_4,s_DC2_5,s_DC2_6,s_DC2_7,s_DC2_8,s_DC2_9,s_DC2_10,s_DC2_11,s_DC2_12,S_DC2_1,S_DC2_2,S_DC2_3,S_DC2_4,S_DC2_5,S_DC2_6,S_DC2_7,S_DC2_8,S_DC2_9,S_DC2_10,S_DC2_11,S_DC2_12,s_r1_1,s_r1_2,s_r1_3,s_r1_4,s_r1_5,s_r1_6,s_r1_7,s_r1_8,s_r1_9,s_r1_10,s_r1_11,s_r1_12,S_r2_1,S_r2_2,S_r2_3,S_r2_4,S_r2_5,S_r2_6,S_r2_7,S_r2_8,S_r2_9,S_r2_10,S_r2_11,S_r2_12,profit
437,372000,277000,65000,305000,330000,131000,108000,97000,64000,251000,180000,218000,418391,744589,501899,421397,473837,554197,618356,602098,562208,451430,507678,600035,1569907,1529083,1709217,1080680,1744176,1544755,1542019,1199712,1345609,1101181,1110447,1779466,418391,744589,501899,421397,473837,554197,618356,602098,562208,451430,507678,600035,1569907,1529083,1709217,1080680,1744176,1544755,1542019,1199712,1345609,1101181,1110447,1779466,418391,744589,501899,421397,473837,554197,618356,602098,562208,451430,507678,600035,1569907,1529083,1709217,1080680,1744176,1544755,1542019,1199712,1345609,1101181,1110447,1779466,890662247
438,24000,141000,220000,118000,80000,110000,153000,44000,90000,72000,125000,145000,428666,408080,225385,344193,262033,262404,334844,255690,334524,384873,332921,364174,620259,671455,850102,932419,664802,990671,629713,598839,988522,585806,657007,864399,428666,408080,225385,344193,262033,262404,334844,255690,334524,384873,332921,364174,620259,671455,850102,932419,664802,990671,629713,598839,988522,585806,657007,864399,428666,408080,225385,344193,262033,262404,334844,255690,334524,384873,332921,364174,620259,671455,850102,932419,664802,990671,629713,598839,988522,585806,657007,864399,759267032
439,45300,34800,45900,28700,50100,42700,39200,79200,39900,47100,36500,40200,141764,96269,112052,101062,100648,112627,135015,153142,90319,162606,114011,91832,298576,286546,306782,397007,353708,319741,288155,386966,337485,249479,353182,291528,141764,96269,112052,101062,100648,112627,135015,153142,90319,162606,114011,91832,298576,286546,306782,397007,353708,319741,288155,386966,337485,249479,353182,291528,141764,96269,112052,101062,100648,112627,135015,153142,90319,162606,114011,91832,298576,286546,306782,397007,353708,319741,288155,386966,337485,249479,353182,291528,168857056
440,39500,60700,38800,64200,58900,36900,31500,40500,32900,42800,31200,44000,107816,140379,172522,107353,90288,88442,140286,168220,154744,166491,109979,105074,267431,309814,244338,339317,361225,367635,332969,227878,299847,332250,254275,333127,107816,140379,172522,107353,90288,88442,140286,168220,154744,166491,109979,105074,267431,309814,244338,339317,361225,367635,332969,227878,299847,332250,254275,333127,107816,140379,172522,107353,90288,88442,140286,168220,154744,166491,109979,105074,267431,309814,244338,339317,361225,367635,332969,227878,299847,332250,254275,333127,127840499
441,46000,43500,22600,27200,46200,53000,47200,55100,70000,33400,24800,54100,172980,143613,164414,115352,139454,114496,145941,116147,153592,88277,159328,113499,281919,379078,270617,309577,238980,282811,312130,334421,266304,231744,361602,285507,172980,143613,164414,115352,139454,114496,145941,116147,153592,88277,159328,113499,281919,379078,270617,309577,238980,282811,312130,334421,266304,231744,361602,285507,172980,143613,164414,115352,139454,114496,145941,116147,153592,88277,159328,113499,281919,379078,270617,309577,238980,282811,312130,334421,266304,231744,361602,285507,265573772
442,36000,40900,42400,35500,58000,56700,30500,32400,70100,27500,43800,22800,157953,89945,140445,108097,96156,164630,134137,104472,157674,99351,161491,147576,278728,241446,265957,308918,270474,306969,306902,268370,285946,248049,341500,298966,157953,89945,140445,108097,96156,164630,134137,104472,157674,99351,161491,147576,278728,241446,265957,308918,270474,306969,306902,268370,285946,248049,341500,298966,157953,89945,140445,108097,96156,164630,134137,104472,157674,99351,161491,147576,278728,241446,265957,308918,270474,306969,306902,268370,285946,248049,341500,298966,214997568
443,20000,29000,42500,43500,46800,21200,34700,31300,30000,44000,31500,33100,108589,82251,132668,98500,94977,89725,118879,127064,107533,79910,69420,116951,266981,260951,173992,294846,304022,248599,175205,182126,171101,300787,216573,305426,108589,82251,132668,98500,94977,89725,118879,127064,107533,79910,69420,116951,266981,260951,173992,294846,304022,248599,175205,182126,171101,300787,216573,305426,108589,82251,132668,98500,94977,89725,118879,127064,107533,79910,69420,116951,266981,260951,173992,294846,304022,248599,175205,182126,171101,300787,216573,305426,174675450
444,232000,285000,208000,153000,304000,131000,113000,183000,192000,211000,303000,155000,564426,560767,542389,780824,538452,750012,457194,434918,620694,699773,589211,770703,1240053,1711742,1447772,1390936,1844061,1481013,1655041,1795807,1633426,1156466,1210860,1537033,564426,560767,542389,780824,538452,750012,457194,434918,620694,699773,589211,770703,1240053,1711742,1447772,1390936,1844061,1481013,1655041,1795807,1633426,1156466,1210860,1537033,564426,560767,542389,780824,538452,750012,457194,434918,620694,699773,589211,770703,1240053,1711742,1447772,1390936,1844061,1481013,1655041,1795807,1633426,1156466,1210860,1537033,472144395
445,195000,330000,156000,251000,122000,155000,191000,164000,92000,256000,199000,157000,433620,470054,654481,404321,497405,539995,390495,569530,485843,635183,467095,652154,1071361,1472650,1348363,1331460,1094086,1295807,1038726,1381073,1373138,1087727,1695501,1194672,433620,470054,654481,404321,497405,539995,390495,569530,485843,635183,467095,652154,1071361,1472650,1348363,1331460,1094086,1295807,1038726,1381073,1373138,1087727,1695501,1194672,433620,470054,654481,404321,497405,539995,390495,569530,485843,635183,467095,652154,1071361,1472650,1348363,1331460,1094086,1295807,1038726,1381073,1373138,1087727,1695501,1194672,1000384480
446,118000,193000,165000,125000,197000,407000,307000,160000,208000,154000,103000,144000,453063,381690,696639,567403,597869,433733,738363,496369,624095,615997,710630,532133,982625,1139326,1347972,1128646,1078124,1076293,1294031,1489715,1372147,1579067,1351825,1526997,453063,381690,696639,567403,597869,433733,738363,496369,624095,615997,710630,532133,982625,1139326,1347972,1128646,1078124,1076293,1294031,1489715,1372147,1579067,1351825,1526997,453063,381690,696639,567403,597869,433733,738363,496369,624095,615997,710630,532133,982625,1139326,1347972,1128646,1078124,1076293,1294031,1489715,1372147,1579067,1351825,1526997,1194625144
447,311000,180000,250000,135000,180000,283000,233000,182000,317000,223000,297000,167000,470205,624747,696124,518145,790878,649232,843222,819832,829226,476790,663277,515813,1496634,1786498,1637111,1761381,1403282,1477913,1602243,1917164,1410965,1531374,1186875,1757555,470205,624747,696124,518145,790878,649232,843222,819832,829226,476790,663277,515813,1496634,1786498,1637111,1761381,1403282,1477913,1602243,1917164,1410965,1531374,1186875,1757555,470205,624747,696124,518145,790878,649232,843222,819832,829226,476790,663277,515813,1496634,1786498,1637111,1761381,1403282,1477913,1602243,1917164,1410965,1531374,1186875,1757555,1161307728
448,176000,128000,332000,103000,130000,113000,185000,149000,196000,205000,118000,250000,691348,600937,414336,463911,449194,616100,513102,690350,597746,640214,526833,571748,1515196,1436322,938192,883955,1093791,990244,985333,1389816,1049957,1331408,933280,1021383,691348,600937,414336,463911,449194,616100,513102,690350,597746,640214,526833,571748,1515196,1436322,938192,883955,1093791,990244,985333,1389816,1049957,1331408,933280,1021383,691348,600937,414336,463911,449194,616100,513102,690350,597746,640214,526833,571748,1515196,1436322,938192,883955,1093791,990244,985333,1389816,1049957,1331408,933280,1021383,738065200
449,126400,60200,154600,117700,105000,168700,118200,43100,94200,86800,86100,99200,340519,224180,321869,365726,334822,287361,379681,212183,389784,401466,391731,345963,798984,760430,939282,840087,606968,679965,674964,782586,669405,823097,942566,881071,340519,224180,321869,365726,334822,287361,379681,212183,389784,401466,391731,345963,798984,760430,939282,840087,606968,679965,674964,782586,669405,823097,942566,881071,340519,224180,321869,365726,334822,287361,379681,212183,389784,401466,391731,345963,798984,760430,939282,840087,606968,679965,674964,782586,669405,823097,942566,881071,365046892
450,85000,133900,98800,70200,129200,114200,119900,89900,64300,98200,93100,89300,322532,339036,369283,370156,348109,330858,259531,372366,383236,238335,253586,205058,810747,581712,807649,626493,509623,705010,510983,512074,657281,826915,788807,683506,322532,339036,369283,370156,348109,330858,259531,372366,383236,238335,253586,205058,810747,581712,807649,626493,509623,705010,510983,512074,657281,826915,788807,683506,322532,339036,369283,370156,348109,330858,259531,372366,383236,238335,253586,205058,810747,581712,807649,626493,509623,705010,510983,512074,657281,826915,788807,683506,541077900
451,66500,180400,80400,51600,196800,176100,39800,61000,73400,110300,69400,73400,203564,202062,249342,299997,340635,234717,289761,202039,351006,361274,217834,236411,551618,805608,701456,659268,493681,715675,831915,585836,583672,610289,626910,639661,203564,202062,249342,299997,340635,234717,289761,202039,351006,361274,217834,236411,551618,805608,701456,659268,493681,715675,831915,585836,583672,610289,626910,639661,203564,202062,249342,299997,340635,234717,289761,202039,351006,361274,217834,236411,551618,805608,701456,659268,493681,715675,831915,585836,583672,610289,626910,639661,483622357
452,145800,73200,69600,115100,114100,135000,48100,123600,101800,98300,131400,68600,282224,384093,315665,401119,354553,387619,392437,318335,205100,236638,230907,292595,658098,828287,602890,520680,604371,593324,734161,568110,744037,561617,616779,723909,282224,384093,315665,401119,354553,387619,392437,318335,205100,236638,230907,292595,658098,828287,602890,520680,604371,593324,734161,568110,744037,561617,616779,723909,282224,384093,315665,401119,354553,387619,392437,318335,205100,236638,230907,292595,658098,828287,602890,520680,604371,593324,734161,568110,744037,561617,616779,723909,243683277
453,59700,136700,78700,100000,99300,144500,45500,71000,100900,45400,77900,55600,336566,236569,331758,320689,195627,258650,314907,309108,221578,243403,315011,253491,513563,572001,514285,696493,620888,580872,589287,731976,431632,442647,474938,665030,336566,236569,331758,320689,195627,258650,314907,309108,221578,243403,315011,253491,513563,572001,514285,696493,620888,580872,589287,731976,431632,442647,474938,665030,336566,236569,331758,320689,195627,258650,314907,309108,221578,243403,315011,253491,513563,572001,514285,696493,620888,580872,589287,731976,431632,442647,474938,665030,627471205
454,79000,85000,44000,55000,123000,136000,117000,118000,172000,74000,78000,70000,253416,354463,230973,272005,234300,275835,250120,378083,211772,324759,373841,216749,523793,627427,522379,851276,759845,765009,484391,542091,832710,525454,799431,841838,253416,354463,230973,272005,234300,275835,250120,378083,211772,324759,373841,216749,523793,627427,522379,851276,759845,765009,484391,542091,832710,525454,799431,841838,253416,354463,230973,272005,234300,275835,250120,378083,211772,324759,373841,216749,523793,627427,522379,851276,759845,765009,484391,542091,832710,525454,799431,841838,712844571
455,81000,117000,113000,100000,68000,71000,93000,93000,83000,74000,74000,62000,203976,257985,291330,296087,210031,193575,270529,172357,298621,268512,342268,268507,485074,442574,469490,624588,485279,658165,762070,451084,741687,594460,503277,537845,203976,257985,291330,296087,210031,193575,270529,172357,298621,268512,342268,268507,485074,442574,469490,624588,485279,658165,762070,451084,741687,594460,503277,537845,203976,257985,291330,296087,210031,193575,270529,172357,298621,268512,342268,268507,485074,442574,469490,624588,485279,658165,762070,451084,741687,594460,503277,537845,467371146
456,120000,68000,104000,100000,104000,67000,84000,116000,57000,66000,124000,99000,335225,311855,281409,199560,308136,283777,304019,229295,209128,285667,320946,241992,602943,694079,628105,598831,693626,541995,557436,825673,682310,693625,517240,811343,335225,311855,281409,199560,308136,283777,304019,229295,209128,285667,320946,241992,602943,694079,628105,598831,693626,541995,557436,825673,682310,693625,517240,811343,335225,311855,281409,199560,308136,283777,304019,229295,209128,285667,320946,241992,602943,694079,628105,598831,693626,541995,557436,825673,682310,693625,517240,811343,391962945
457,105000,93000,103000,68000,78000,84000,69000,91000,71000,97000,40000,58000,284348,279355,216613,214850,258522,283238,160489,289558,168873,273087,283878,187640,613031,525100,576992,528833,439500,715504,608431,540370,533771,696087,542254,691303,284348,279355,216613,214850,258522,283238,160489,289558,168873,273087,283878,187640,613031,525100,576992,528833,439500,715504,608431,540370,533771,696087,542254,691303,284348,279355,216613,214850,258522,283238,160489,289558,168873,273087,283878,187640,613031,525100,576992,528833,439500,715504,608431,540370,533771,696087,542254,691303,383752294
458,56000,154000,84000,62000,115000,129000,68000,62000,98000,61000,114000,109000,221667,275520,216565,304047,224608,239373,321118,190284,341461,241954,335192,227252,658838,588649,624192,826287,587740,739259,818061,483736,540311,686245,627884,701414,221667,275520,216565,304047,224608,239373,321118,190284,341461,241954,335192,227252,658838,588649,624192,826287,587740,739259,818061,483736,540311,686245,627884,701414,221667,275520,216565,304047,224608,239373,321118,190284,341461,241954,335192,227252,658838,588649,624192,826287,587740,739259,818061,483736,540311,686245,627884,701414,689614893
459,32300,64500,24900,24800,20100,30200,24100,20900,27300,16100,37400,27300,86833,71077,85082,84988,77145,97025,82710,95421,81354,81614,76957,92658,166896,231311,208432,242381,210168,234949,202948,168833,250493,200520,188637,165847,86833,71077,85082,84988,77145,97025,82710,95421,81354,81614,76957,92658,166896,231311,208432,242381,210168,234949,202948,168833,250493,200520,188637,165847,86833,71077,85082,84988,77145,97025,82710,95421,81354,81614,76957,92658,166896,231311,208432,242381,210168,234949,202948,168833,250493,200520,188637,165847,208923654
460,29400,40000,22300,27700,24300,11200,23900,25400,33500,39100,15200,36700,102267,68073,97244,88682,65258,58264,108986,84558,70495,78827,73197,86266,219793,206613,151844,202124,199251,145942,204478,185756,220440,141421,193105,165999,102267,68073,97244,88682,65258,58264,108986,84558,70495,78827,73197,86266,219793,206613,151844,202124,199251,145942,204478,185756,220440,141421,193105,165999,102267,68073,97244,88682,65258,58264,108986,84558,70495,78827,73197,86266,219793,206613,151844,202124,199251,145942,204478,185756,220440,141421,193105,165999,138384268
461,25300,26500,57100,32400,29900,23700,29800,37800,47700,31100,31500,26100,82500,104435,113592,108903,106437,132406,77010,102670,90072,89994,92400,71085,219876,236861,181727,212856,251822,188598,206740,274142,274801,239664,205185,176889,82500,104435,113592,108903,106437,132406,77010,102670,90072,89994,92400,71085,219876,236861,181727,212856,251822,188598,206740,274142,274801,239664,205185,176889,82500,104435,113592,108903,106437,132406,77010,102670,90072,89994,92400,71085,219876,236861,181727,212856,251822,188598,206740,274142,274801,239664,205185,176889,174049625
462,16500,65100,31100,20000,15900,28200,22600,33600,33500,58700,22900,41800,103843,83414,69339,72736,109958,103708,87879,81579,109325,106196,104861,65351,216620,237351,272307,183260,290317,192768,191651,280954,211923,285915,269525,166745,103843,83414,69339,72736,109958,103708,87879,81579,109325,106196,104861,65351,216620,237351,272307,183260,290317,192768,191651,280954,211923,285915,269525,166745,103843,83414,69339,72736,109958,103708,87879,81579,109325,106196,104861,65351,216620,237351,272307,183260,290317,192768,191651,280954,211923,285915,269525,166745,130575601
463,29800,41400,33500,27100,46000,52200,43400,82900,56200,24700,50500,27100,92150,104718,151440,134105,168026,115032,101708,163659,135060,142764,99920,114452,297672,285113,349459,325621,309086,384994,284324,217249,317260,306455,231541,326189,92150,104718,151440,134105,168026,115032,101708,163659,135060,142764,99920,114452,297672,285113,349459,325621,309086,384994,284324,217249,317260,306455,231541,326189,92150,104718,151440,134105,168026,115032,101708,163659,135060,142764,99920,114452,297672,285113,349459,325621,309086,384994,284324,217249,317260,306455,231541,326189,290799374
464,1145000,1822000,1611000,1156000,1795000,1904000,2212000,2175000,2278000,2440000,2554000,1558000,6277391,7195480,5923468,4120410,6581045,4842704,7211067,5662953,6048017,5242255,7356497,4603875,10707174,10396318,14494594,9671784,11472957,14497509,11846233,12042715,12588280,9697424,10424021,10246481,6277391,7195480,5923468,4120410,6581045,4842704,7211067,5662953,6048017,5242255,7356497,4603875,10707174,10396318,14494594,9671784,11472957,14497509,11846233,12042715,12588280,9697424,10424021,10246481,6277391,7195480,5923468,4120410,6581045,4842704,7211067,5662953,6048017,5242255,7356497,4603875,10707174,10396318,14494594,9671784,11472957,14497509,11846233,12042715,12588280,9697424,10424021,10246481,6913895540
